"text-gray-900","text-gray-900 2","text-gray-900 3","text-gray-900 4","text-gray-400","text-gray-900 5","font-mono","font-mono 2","font-mono 3","text-gray-900 6","text-gray-400 2"
"8/28/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","2.89","2.89","2.89","","—"
"8/28/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"8/28/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","Avaloq Group AG","—","Patch","115","115","115","Retired",""
"8/27/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Marine","Rewind.earth","Rewind","—","Patch","0.03","0","0","Contracted",""
"8/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Greenglow","Altitude","—","Contracted","50,000","0","0","","—"
"8/26/2025","mCDR - Alkalinity Enhancement - Coastal","Planetary","Frontier Buyers","—","Partial","115,211","138","0","","—"
"8/26/2025","mCDR - Alkalinity Enhancement - Coastal","Planetary","Google","—","Contracted","26,568","0","0","","—"
"8/26/2025","mCDR - Alkalinity Enhancement - Coastal","Planetary","Shopify","—","Partial","625","24","0","","—"
"8/24/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"8/23/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Thanks a Ton","—","Patch","0","0","","Contracted","—"
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","McKinsey","","Patch","1","1","1","Carbonplace",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","LGT","—","Delivered","1,904","1,904","0","","—"
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","LGT","—","Delivered","812","812","0","","—"
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","LGT","—","Delivered","396","396","0","","—"
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Ecologi Action Ltd","—","Ecologi Action Ltd","2","2","2","Retired",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","LGT","—","Delivered","98","98","0","","—"
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","McKinsey","","Patch","1,504","1,504","1,504","Carbonplace",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Bio-Logical","Rubicon Carbon","—","Rubicon Carbon","15,000","0","0","Contracted",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","McKinsey","","Patch","683","683","683","Carbonplace",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Centric (SOLER Group)","Not Disclosed","—","Carbonfuture","400","400","0","Delivered",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","McKinsey","","Patch","894","894","894","Carbonplace",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","LocalTapiola","—","South Pole","122","122","122","Retired",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Black Bull Biochar","Not Disclosed","—","Carbonplace","99","99","0","Delivered",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","McKinsey","","Patch","1,918","1,918","1,918","Carbonplace",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","LGT","—","Delivered","45","45","0","","—"
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Black Bull Biochar","Not Disclosed","—","Carbonplace","177","177","0","Delivered",""
"8/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","LGT","—","Delivered","1,506","1,506","0","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","0.74","0.74","0.74","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","0.24","0.24","0.24","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","0.6","0.6","0.6","","—"
"8/21/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","5","0","0","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Not Disclosed","—","CEEZER","492","0","0","Contracted",""
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","25.91","25.91","25.91","Retired",""
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","3.19","3.19","3.19","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","25.99","25.99","25.99","Retired",""
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","0.14","0.14","0.14","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","1.27","1.27","1.27","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","26.79","26.79","26.79","Retired",""
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Retired","1.29","1.29","1.29","","—"
"8/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","28.7","28.7","28.7","Retired",""
"8/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Not Disclosed","—","Contracted","0.19","0","0","","—"
"8/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Not Disclosed","—","Contracted","0.17","0","0","","—"
"8/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Not Disclosed","—","Contracted","9.63","0","0","","—"
"8/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Not Disclosed","—","Contracted","4.81","0","0","","—"
"8/20/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Stripe","—","Delivered","1","1","0","","—"
"8/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Not Disclosed","—","Contracted","0.1","0","0","","—"
"8/20/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Not Disclosed","—","Contracted","0.02","0","0","","—"
"8/20/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Carbonfuture","115","115","0","Delivered",""
"8/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Rubicon Carbon","—","Rubicon Carbon","59","59","0","Delivered",""
"8/19/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","IMC","—","CAWA","4,000","2,000","1,999.99","Partial",""
"8/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Carbonfuture","—","Retired","1.38","1.38","1.38","","—"
"8/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","500","0","0","","—"
"8/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Rubicon Carbon","—","Rubicon Carbon","341","341","0","Delivered",""
"8/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Patch","","Patch","16","0","0","Patch",""
"8/18/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","20","0","0","","—"
"8/15/2025","BiCRS - Biomass Direct Storage","Graphyte","Molten Ventures","—","Wren Climate, PBC","19","19","19","Retired",""
"8/14/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","LGT","—","CEEZER","1,184","1,184","1,184","Retired",""
"8/14/2025","BiCRS - Biochar Carbon Removal (BCR)","Biochar Life","Not Disclosed","—","Carbonfuture","96","0","0","Contracted",""
"8/14/2025","BiCRS - Biochar Carbon Removal (BCR)","Bara Mineraler","Not Disclosed","—","Carbonfuture","96","96","0","Delivered",""
"8/14/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","LGT","—","CEEZER","101","101","101","Retired",""
"8/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Fasera Holdings Pty Ltd","Dan Wildy","—","Retired","1","1","1","","—"
"8/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","EdgeConneX, Inc.","—","Rubicon Carbon","50","50","50","Retired",""
"8/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Fasera Holdings Pty Ltd","Jodi Wildy","—","Retired","1","1","1","","—"
"8/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Klimafarmer","Not Disclosed","—","Carbonfuture","31.29","0","0","Contracted",""
"8/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","Carbonfuture","40","40","0","Delivered",""
"8/11/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Terraset","—","Contracted","40","0","0","","—"
"8/8/2025","Enhanced Weathering (EW)","UNDO","Wren Climate, PBC","—","Contracted","30","0","0","","—"
"8/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Centric (SOLER Group)","Not Disclosed","—","Carbonfuture","102","102","0","Delivered",""
"8/6/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Samsara","—","Watershed","5","5","5","Retired",""
"8/5/2025","BiCRS - Biochar Carbon Removal (BCR)","Alcom Carbon Markets","Wise","—","Retired","120","120","120","","—"
"8/5/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Patch","3,330","3,330","3,303.39","Delivered",""
"8/5/2025","BiCRS - Biomass Geological Sequestration","Artemeter","Not Disclosed","—","Patch","1,670","1,670","0","Delivered",""
"8/4/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Planboo","—","Patch","0.05","0","0","Contracted",""
"8/2/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Patch","0.73","0","0","Contracted",""
"8/2/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","The Carbon Removers","Nokia","—","Patch","480","480","0","Delivered",""
"8/2/2025","Mineralization - Ex-situ","O.C.O. Technology","Nokia","—","Patch","250","250","0","Delivered",""
"8/2/2025","BiCRS - Biomass Direct Storage","Graphyte","Nokia","—","Patch","1,340","1,340","0","Delivered",""
"8/2/2025","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.06","0","0","Contracted",""
"8/1/2025","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.09","0","0","Contracted",""
"7/31/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Shopify","—","Retired","622","622","622","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Stripe","—","Delivered","480","480","0","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Google","—","Delivered","313","313","0","","—"
"7/31/2025","Mineralization - Ex-situ","O.C.O. Technology","Willmott Dixon Holdings","—","Retired","157","157","157","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Meta Platforms","—","Delivered","433","433","0","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Watershed","—","Contracted","132","0","0","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Workday","—","Retired","71","71","71","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","McKinsey","—","Retired","93","93","93","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Stripe","—","Delivered","1,145","1,145","0","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Not Disclosed","—","Supercritical","5","5","0","Delivered",""
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","JPMorgan Chase","—","Retired","223","223","223","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Autodesk","—","Retired","40","40","40","","—"
"7/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","H&M Group","—","Delivered","53","53","0","","—"
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","4","4","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","74","74","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","879","879","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","44","44","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Supercritical","500","0","0","Contracted",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","332","332","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","29","29","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","175","175","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","86","86","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Supercritical","40,552","40,546","31,682","Partial",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","167","167","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","2","2","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","46","46","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","237","237","0","Delivered",""
"7/30/2025","BiCRS - Biomass Direct Storage","Carba","Terraset","—","Contracted","350","0","0","","—"
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","70","70","0","Delivered",""
"7/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","28","28","0","Delivered",""
"7/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","CNaught","—","Cnaught","40","40","40","Retired",""
"7/29/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Klimate APS","—","Delivered","20","20","0","","—"
"7/29/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Harvard Management Company","—","Retired","140","140","140","","—"
"7/28/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"7/27/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Marine","Rewind.earth","Rewind","—","Patch","0.03","0","0","Contracted",""
"7/26/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","BMW","—","Patch","1,000","1,000","0","Delivered",""
"7/25/2025","BiCRS - Biochar Carbon Removal (BCR)","OZEN Sp. z o.o.","Not Disclosed","—","First Climate","0.04","0.04","0.04","Retired",""
"7/25/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Mirakl SAS","—","Patch","272","272","272","Retired",""
"7/25/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.02","0","0","Contracted",""
"7/25/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","Carbonfuture","2,000","2,000","0","Delivered",""
"7/24/2025","Direct Air Carbon Capture and Sequestration (DACCS)","1PointFive","Not Disclosed","—","CUR8","100","0","0","Contracted",""
"7/24/2025","BiCRS - Biochar Carbon Removal (BCR)","Bordet","Not Disclosed","—","Retired","1","1","1","","—"
"7/24/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Carbonfuture","896","896","0","Delivered",""
"7/24/2025","Direct Air Carbon Capture and Sequestration (DACCS)","1PointFive","Not Disclosed","—","CUR8","3","0","0","Contracted",""
"7/24/2025","Direct Air Carbon Capture and Sequestration (DACCS)","1PointFive","Not Disclosed","—","CUR8","20","0","0","Contracted",""
"7/24/2025","Direct Air Carbon Capture and Sequestration (DACCS)","1PointFive","Not Disclosed","—","CUR8","4","0","0","Contracted",""
"7/24/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"7/23/2025","BiCRS - Biomass Direct Storage","Graphyte","Wren Climate, PBC","—","Contracted","19","0","0","","—"
"7/23/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Thanks a Ton","—","Patch","0","0","","Contracted","—"
"7/23/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","Greenly's Customer","—","Patch","21","0","0","Contracted",""
"7/22/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","CNaught","—","Cnaught","30","30","30","Retired",""
"7/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Zürcher Kantonalbank","—","Retired","2.74","2.74","2.74","","—"
"7/21/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Zürcher Kantonalbank","—","Retired","15.78","15.78","15.78","","—"
"7/18/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Patch","0.32","0","0","Contracted",""
"7/18/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Quadrature","—","Supercritical","534","534","534","Retired",""
"7/17/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","46","0","0","","—"
"7/17/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Microsoft","—","Contracted","4,915,000","0","0","","—"
"7/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Biochar Life","Not Disclosed","—","Carbonfuture","6,098","6,098","0","Delivered",""
"7/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Senken","3,430","3,430","3,430","Retired",""
"7/16/2025","Direct Air Carbon Capture and Sequestration (DACCS)","1PointFive","Palo Alto Networks","—","Contracted","10,000","0","0","","—"
"7/16/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Microsoft","—","Partial","37.18","37.18","0","","—"
"7/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Senken","570","570","570","Retired",""
"7/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Biochar Life","Not Disclosed","—","Carbonfuture","3,902","3,902","0","Delivered",""
"7/15/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.08","0","0","Contracted",""
"7/15/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","JPMorgan Chase","—","Retired","240","240","240","","—"
"7/15/2025","Enhanced Weathering (EW)","InPlanet","Wise","—","Opna","15","15","15","Retired",""
"7/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Bordet","La Compagnie Bourdonnante","—","Retired","13","13","13","","—"
"7/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","FragranceBuy","—","Patch","9.5","8","8","Partial",""
"7/14/2025","mCDR - Alkalinity Enhancement - Ocean","pHathom","Frontier Buyers","—","Contracted","510","0","0","","—"
"7/14/2025","mCDR - Alkalinity Enhancement - Ocean","pHathom","Google","—","Contracted","204","0","0","","—"
"7/14/2025","Mineralization - Ex-situ","Karbonetiq","Evok","—","Contracted","12","0","0","","—"
"7/14/2025","Mineralization - Ex-situ","Karbonetiq","Frontier Buyers","—","Contracted","2,142","0","0","","—"
"7/14/2025","mCDR - Alkalinity Enhancement - Ocean","Limenet","Frontier Buyers","—","Contracted","330","0","0","","—"
"7/14/2025","mCDR - Alkalinity Enhancement - Ocean","Limenet","Google","—","Contracted","132","0","0","","—"
"7/14/2025","Mineralization - Ex-situ","Karbonetiq","Google","—","Contracted","1,428","0","0","","—"
"7/11/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Dayforce","—","Supercritical","375","375","375","Retired",""
"7/11/2025","BiCRS - Biomass Direct Storage","Graphyte","BlackRock","—","Supercritical","1,500","1,500","1,500","Retired",""
"7/11/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","16.9","16.9","16.9","","—"
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.17","1.17","1.17","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Anthesis BV","—","Retired","51","51","51","","—"
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Freres Biochar","Anthesis BV","—","Retired","247","247","247","","—"
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.27","1.27","1.27","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.15","1.15","1.15","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.12","1.12","1.12","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.2","1.2","1.2","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.28","1.28","1.28","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Anthesis BV","—","Retired","277","277","277","","—"
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.19","1.19","1.19","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.25","1.25","1.25","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.16","1.16","1.16","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.23","1.23","1.23","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.26","1.26","1.26","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Douglas County Forest Products","Anthesis BV","—","Retired","178","178","178","","—"
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.14","1.14","1.14","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Not Disclosed","Not Disclosed","—","First Climate","1.13","1.13","1.13","Retired",""
"7/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Euthenia Energy","BCG","—","Delivered","584","584","0","","—"
"7/9/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Terraset","—","Contracted","20","0","0","","—"
"7/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrogen","Terraset","—","Contracted","1,000","0","0","","—"
"7/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Terraton Industrial Inc.","Terraset","—","Contracted","775","0","0","","—"
"7/9/2025","Mineralization - Microbial","Andes","Terraset","—","Contracted","500","0","0","","—"
"7/9/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Terraset","—","Contracted","67","0","0","","—"
"7/9/2025","BiCRS - Biomass Direct Storage","Graphyte","Terraset","—","Contracted","650","0","0","","—"
"7/9/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Terraset","—","Climeworks Solutions","24","0","0","Contracted",""
"7/9/2025","Enhanced Weathering (EW)","UNDO","Terraset","—","Contracted","148","0","0","","—"
"7/9/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Deep Sky","Terraset","—","Contracted","66","0","0","","—"
"7/9/2025","mCDR - Alkalinity Enhancement - River","CarbonRun","Terraset","—","Contracted","462","0","0","","—"
"7/9/2025","Enhanced Weathering (EW)","UNDO","Wren Climate, PBC","—","Contracted","31","0","0","","—"
"7/9/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Not Disclosed","—","Contracted","125","0","0","","—"
"7/9/2025","Enhanced Weathering (EW)","Eion","Terraset","—","Contracted","500","0","0","","—"
"7/9/2025","BiCRS - Biomass Geological Sequestration","Sinkco Labs","Terraset","—","Contracted","125","0","0","","—"
"7/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Restord Ltd","Glad Technologies Ltd","—","Contracted","1","0","0","","—"
"7/8/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Arbor","Frontier Buyers","—","Contracted","116,000","0","0","","—"
"7/8/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Arbor","Frontier Buyers","—","Contracted","4,002","0","0","","—"
"7/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CUR8","4","0","0","Contracted",""
"7/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CUR8","200","0","0","Contracted",""
"7/8/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Nasdaq, Inc.","—","Retired","8,500","8,500","8,500","","—"
"7/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CUR8","165","0","0","Contracted",""
"7/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CUR8","685","685","0","Delivered",""
"7/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CUR8","10","0","0","Contracted",""
"7/8/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Arbor","Google","—","Contracted","30,130","0","0","","—"
"7/7/2025","BiCRS - Biochar Carbon Removal (BCR)","Biochar Life","Not Disclosed","—","Carbonfuture","124","124","0","Delivered",""
"7/7/2025","Enhanced Weathering (EW)","InPlanet","JJ Greenhalgh","—","Retired","0.03","0.03","0.03","","—"
"7/7/2025","BiCRS - Biochar Carbon Removal (BCR)","Biochar Life","Not Disclosed","—","Carbonfuture","104","104","13","Delivered",""
"7/7/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gaia ProjectCo","Microsoft","—","Contracted","2,950,000","0","0","","—"
"7/7/2025","BiCRS - Biochar Carbon Removal (BCR)","Bara Mineraler","Not Disclosed","—","Carbonfuture","262","262","0","Delivered",""
"7/4/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Marine","SeaGen","Thanks a Ton","—","Patch","0.24","0","0","Contracted",""
"7/4/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Planboo","—","Patch","0.05","0","0","Contracted",""
"7/3/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Patch","1.11","0","0","Contracted",""
"7/3/2025","BiCRS - Biomass Direct Storage","InterEarth","WRLD Foundation","—","Retired","19","19","19","","—"
"7/2/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Cycle","Indecap","—","Retired","2","2","2","","—"
"7/2/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Patch","0.74","0","0","Contracted",""
