"text-gray-900","text-gray-900 2","text-gray-900 3","text-gray-900 4","text-gray-400","text-gray-900 5","font-mono","font-mono 2","font-mono 3","text-gray-900 6","text-gray-400 2"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Dark Earth Carbon Ltd","Not Disclosed","—","atmosfair gGmbH","84.27","84.27","84.27","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Tachibana International Ghana","Quickbase","—","Patch","1","1","1","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","eoc energy ocean","Swiss Life","—","Retired","40.79","40.79","40.79","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","18.92","18.92","18.92","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Fetzer Rohstoffe","WEtell GmbH","—","Retired","21.66","21.66","21.66","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Verora","Not Disclosed","—","Retired","2.22","2.22","2.22","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","Planboo","—","Patch","0.2","0.2","0.2","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Dark Earth Carbon Ltd","Not Disclosed","—","atmosfair gGmbH","74.7","74.7","74.7","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","WasteX","Not Disclosed","—","Retired","0.37","0.37","0.37","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Ökologische Klärschlammtrocknung Offenhausen GmbH","Avaloq Group AG","—","Patch","0.96","0.96","0.96","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","Green Aureus GmbH","—","Planboo","2","2","2","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","eoc energy ocean","Not Disclosed","—","Retired","5.41","5.41","5.41","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","Shopify","—","Planboo","139.7","139.7","139.7","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","The PR Network","—","Retired","4","4","4","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","PyroCCS","Softwire","—","Supercritical","33","33","33","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Verora","Not Disclosed","—","Retired","0.03","0.03","0.03","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Fetzer Rohstoffe","WEtell GmbH","—","Retired","10.52","10.52","10.52","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Perivoli Climate Trust","Not Disclosed","—","Retired","1.32","1.32","1.32","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Verora","Not Disclosed","—","Retired","33.97","33.97","33.97","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Ökologische Klärschlammtrocknung Offenhausen GmbH","Refurbed","—","Patch","0.21","0.21","0.21","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","WasteX","Not Disclosed","—","Retired","0","0","","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","CarStorConTechnologies","Deutsche Post","—","Retired","11.16","11.16","11.16","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","eoc energy ocean","Swiss Life","—","Retired","29.24","29.24","29.24","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","WasteX","Not Disclosed","—","Retired","0.1","0.1","0.1","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","PyroCCS","Not Disclosed","—","atmosfair gGmbH","8.25","8.25","8.25","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","PyroCCS","Not Disclosed","—","atmosfair gGmbH","9.15","9.15","9.15","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","CarStorConTechnologies","Nadia Sieber","—","Retired","1.85","1.85","1.85","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","ÖkoMAXX Energiewerke GmbH","Not Disclosed","—","Retired","27.14","27.14","27.14","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","PyroCCS","Not Disclosed","—","atmosfair gGmbH","3.58","3.58","3.58","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Verora","Not Disclosed","—","Retired","2.28","2.28","2.28","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","Culture Amp","—","Patch","20","20","20","Retired",""
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","24.59","24.59","24.59","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","eoc energy ocean","Swiss Life","—","Retired","16.34","16.34","16.34","","—"
"11/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Wongphai Co.,Ltd","Greenly's Customer","—","Patch","1","1","1","Retired",""
"11/15/2025","Mineralization - Ex-situ","O.C.O. Technology","Ellucian","—","Patch","100","100","100","Retired",""
"11/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Ellucian","—","Patch","150","150","0","Delivered",""
"11/14/2025","BiCRS - Biochar Carbon Removal (BCR)","Circonomy Pte. Ltd.","Not Disclosed","—","Retired","100","100","100","","—"
"11/14/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","TPG Inc","—","Rubicon Carbon","100","100","100","Retired",""
"11/14/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Boeing","—","Contracted","100,000","0","0","","—"
"11/14/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","CNaught","—","Cnaught","10","10","10","Retired",""
"11/13/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","13.13","13.13","13.13","Retired",""
"11/13/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","2.85","2.85","2.85","Retired",""
"11/13/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","13.14","13.14","13.14","Retired",""
"11/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Etsy","—","Patch","2,000","2,000","2,000","Retired",""
"11/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Remove Carbon Today","6","6","0","Delivered",""
"11/12/2025","Mineralization - Ex-situ","O.C.O. Technology","Zurich Insurance Group","—","Contracted","15,000","0","0","","—"
"11/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Commons","—","Supercritical","390","390","390","Retired",""
"11/11/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","DZ Bank AG","—","Senken","34.74","34.74","34.74","Retired",""
"11/11/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","30.78","30.78","30.78","Retired",""
"11/11/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","DZ Bank AG","—","Senken","3.66","3.66","3.66","Retired",""
"11/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Supercritical","132","132","132","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","2.74","2.74","2.74","Retired",""
"11/10/2025","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Supercritical","493","493","493","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","DZ Bank AG","—","Senken","35.03","35.03","35.03","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","42.1","42.1","42.1","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","26.17","26.17","26.17","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","DZ Bank AG","—","Senken","35.02","35.02","35.02","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","18.5","18.5","18.5","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","22.21","22.21","22.21","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","35.06","35.06","35.06","Retired",""
"11/10/2025","Mineralization - Ex-situ","Neustark","Mitsui OSK Lines","—","Retired","19","19","19","","—"
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","32.31","32.31","32.31","Retired",""
"11/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","35.05","35.05","35.05","Retired",""
"11/10/2025","Mineralization - Ex-situ","O.C.O. Technology","SEGA Europe Limited","—","CEEZER","13","13","13","Retired",""
"11/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Bioenergie Frauenfeld","Not Disclosed","—","Senken","35.72","35.72","35.72","Retired",""
"11/7/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Cycle","Marsh & McLennan","—","Schneider Electric","488","488","488","Retired",""
"11/7/2025","BiCRS - Biochar Carbon Removal (BCR)","Oplandske Bioenergi (OBIO)","Marsh & McLennan","—","Schneider Electric","65","65","65","Retired",""
"11/7/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbon Cycle","Marsh & McLennan","—","Schneider Electric","56","56","56","Retired",""
"11/7/2025","BiCRS - Biochar Carbon Removal (BCR)","Oplandske Bioenergi (OBIO)","Marsh & McLennan","—","Schneider Electric","26","26","26","Retired",""
"11/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Delivered","100","100","0","","—"
"11/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Liferaft","BlackRock","—","Supercritical","3,000","0","0","Contracted",""
"11/6/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","GBTA Foundation","—","Retired","2","2","2","","—"
"11/6/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","7.38","7.38","7.38","","—"
"11/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Applied Carbon","Not Disclosed","—","Supercritical","390","0","0","Contracted",""
"11/6/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.01","0","0","Contracted",""
"11/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Applied Carbon","Not Disclosed","—","Supercritical","1,900","0","0","Contracted",""
"11/6/2025","BiCRS - Biochar Carbon Removal (BCR)","Applied Carbon","Not Disclosed","—","Supercritical","100","100","100","Retired",""
"11/5/2025","Mineralization - Microbial","Andes","virgin","—","Patch","180","0","0","Contracted",""
"11/5/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Apax Partners","—","South Pole","100","100","100","Retired",""
"11/5/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","virgin","—","Patch","200","0","0","Contracted",""
"11/4/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Microalgal","Gigablue","Not Disclosed","","Carbon Plant","40,000","0","0","Marine Carbon Removal Ltd",""
"11/4/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","General Atlantic","—","Patch","200","200","0","Delivered",""
"11/4/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Planboo","—","Patch","0.05","0","0","Contracted",""
"11/3/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Delivered","550","550","0","","—"
"11/3/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","2.27","2.27","2.27","Retired",""
"11/2/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Patch","0.73","0","0","Contracted",""
"11/2/2025","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.04","0","0","Contracted",""
"11/1/2025","Direct Air Carbon Capture and Sequestration (DACCS)","CarbonCapture","CarbonCapture","—","Patch","0.09","0","0","Contracted",""
"11/1/2025","BiCRS - Biochar Carbon Removal (BCR)","Carbo Culture","Not Disclosed","—","Patch","0.56","0","0","Contracted",""
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Google","—","Delivered","371","371","0","","—"
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Autodesk","—","Retired","48","48","48","","—"
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Meta Platforms","—","Delivered","760","760","0","","—"
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","JPMorgan Chase","—","Retired","262","262","262","","—"
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","McKinsey","—","Retired","110","110","110","","—"
"10/31/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Not Disclosed","—","Retired","500","500","500","","—"
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Workday","—","Retired","172","172","172","","—"
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Watershed","—","Contracted","156","0","0","","—"
"10/31/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.09","0","0","Contracted",""
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Stripe","—","Delivered","1,354","1,354","0","","—"
"10/31/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","H&M Group","—","Delivered","63","63","0","","—"
"10/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CUR8","170","170","0","Delivered",""
"10/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CUR8","300","300","0","Delivered",""
"10/30/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CUR8","154","154","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","51","51","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","84","84","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","1,176","1,176","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","70","70","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","55","55","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Alcom Carbon Markets","Wise","—","Retired","12","12","12","","—"
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","75","75","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","166","166","0","Delivered",""
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","26","26","0","Delivered",""
"10/29/2025","Mineralization - Surficial","Arca","Microsoft","—","Contracted","293,579","0","0","","—"
"10/29/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Faculty AI","—","Supercritical","185","185","185","Retired",""
"10/29/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","BioCirc","Not Disclosed","—","Supercritical","374","0","0","Contracted",""
"10/28/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","CEEZER","51","51","0","Delivered",""
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Delivered","5","5","0","","—"
"10/28/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","5.15","5.15","5.15","Retired",""
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Google","—","Delivered","1","1","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Supercritical","—","Delivered","15","15","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Stripe","—","Delivered","1","1","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Delivered","15","15","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Paul Graham","—","Retired","10","10","10","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Stripe","—","Delivered","20","20","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Klimate APS","—","Delivered","1.97","1.97","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Vaulted Deep","—","Patch","0.11","0","0","Contracted",""
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Delivered","40","40","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Delivered","2","2","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Delivered","10","10","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Watershed","—","Delivered","25","25","0","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Harvard Management Company","—","Retired","10","10","10","","—"
"10/28/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","JPMorgan Chase","—","Retired","50","50","50","","—"
"10/27/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","14.36","14.36","14.36","","—"
"10/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","26.64","26.64","26.64","Retired",""
"10/27/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Adam Kirby, ISCC","—","Retired","1","1","1","","—"
"10/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","27.11","27.11","27.11","Retired",""
"10/27/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Katie McKernan, Salesforce","—","Retired","1","1","1","","—"
"10/27/2025","BiCRS - Biochar Carbon Removal (BCR)","MASH Makes","Not Disclosed","—","Retired","12.5","12.5","12.5","","—"
"10/27/2025","BiCRS - Biochar Carbon Removal (BCR)","Stanglwirt","Not Disclosed","—","First Climate","36.06","36.06","36.06","Retired",""
"10/27/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Lauren Kopec, Baker Hughes","—","Retired","1","1","1","","—"
"10/27/2025","BiCRS - Biomass Direct Storage","Graphyte","New Mountain Capital","—","Wren Climate, PBC","20","20","20","Retired",""
"10/27/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Randy Stacy, Nexceris","—","Retired","1","1","1","","—"
"10/27/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","Gevo, Inc.","Amber New, Tidewater Renewables","—","Retired","1","1","1","","—"
